dataset,rid,dimA_overall,dimB_total,n_judges,client_valence_nec,client_valence_emo_std,client_valence_emo_mean,client_valence_happy_ending,client_n_tokens,counselor_n_tokens,counselor_valence_emo_mean,total_tokens
annomi,annomi_16,4.233333333333333,4.037037037037037,3.0,-0.1351494639376218,0.1789276292991379,0.1928170662768031,0.0,294,242,0.1603606870359016,536
annomi,annomi_17,2.6666666666666665,2.342592592592592,3.0,0.2169560236060236,0.1320440817702444,0.1136911993392957,1.0,206,517,0.1507962309398825,723
annomi,annomi_18,3.5666666666666664,3.1203703703703707,3.0,0.0640885030864197,0.1713622113694467,0.1524008186360964,1.0,549,1549,0.1423606374974232,2098
annomi,annomi_19,4.3,3.6666666666666665,3.0,0.1183019841269841,0.1234559895546271,0.1108168423106947,1.0,131,39,0.1947001851851851,170
annomi,annomi_2,3.8333333333333335,4.731481481481482,3.0,0.1079178451178451,0.1486340194044248,0.1747899390974919,1.0,340,570,0.1481248684322213,910
annomi,annomi_20,5.333333333333333,4.064814814814814,3.0,0.1515432501155802,0.1374691431857659,0.1450356499356499,1.0,527,484,0.1180357660818713,1011
annomi,annomi_22,3.516666666666667,4.444444444444444,3.0,-0.0172802409737642,0.1353680322656773,0.1705033598705182,0.0,975,580,0.1886257776665832,1555
annomi,annomi_23,4.133333333333334,3.740740740740741,3.0,-0.0579407008547008,0.116152237622042,0.1825506547863097,0.0,1635,736,0.1107670902382044,2371
annomi,annomi_24,4.233333333333333,4.166666666666667,3.0,0.1123375992063492,0.1465479872318092,0.1535765260631001,1.0,333,296,0.1257059924782921,629
annomi,annomi_25,4.383333333333333,4.629629629629629,3.0,-0.1083101725875535,0.1528247012404387,0.2055182501889644,0.0,324,291,0.1658206321062704,615
annomi,annomi_26,2.85,2.5185185185185186,3.0,0.1875901587301587,0.1499155334445087,0.2623628571428572,1.0,84,219,0.1160624659863945,303
annomi,annomi_28,3.233333333333333,4.083333333333333,3.0,0.0436799160853301,0.1357969107029558,0.0646946173288848,1.0,794,709,0.094675171201814,1503
annomi,annomi_29,3.8333333333333335,4.361111111111111,3.0,-0.0591174482924482,0.1196383495281688,0.1606172481177768,0.0,340,791,0.1731258251126537,1131
annomi,annomi_3,2.883333333333333,3.407407407407407,3.0,0.0809439553340716,0.1330858283637798,0.1725455241786637,1.0,224,122,0.1672747331085826,346
annomi,annomi_30,2.6833333333333336,1.8611111111111116,3.0,0.0296661375661375,0.1470474140662311,0.150840502354788,1.0,100,303,0.1183786956052262,403
annomi,annomi_31,4.616666666666666,4.712962962962963,3.0,0.088756984126984,0.1518050408647701,0.1551870704816017,1.0,361,622,0.0958154502964861,983
annomi,annomi_32,1.4833333333333334,1.2314814814814816,3.0,0.0385820105820105,0.1257907983283305,0.1302460533126294,1.0,193,209,0.120172746031746,402
annomi,annomi_33,4.866666666666667,3.583333333333333,3.0,0.0371505890376984,0.1235376958458601,0.1419627853713502,1.0,333,369,0.1256157903439153,702
annomi,annomi_34,4.433333333333333,4.277777777777778,3.0,0.0234495981726023,0.1220288749282201,0.1707199052416936,1.0,1200,1563,0.1937237753059181,2763
annomi,annomi_35,4.316666666666666,4.101851851851852,3.0,0.0120084068195179,0.1146044802973658,0.1801460629460629,1.0,823,430,0.1935446489839007,1253
annomi,annomi_37,4.533333333333334,4.361111111111111,3.0,-0.008647103870788,0.1383434440166822,0.1322826645576645,0.0,295,287,0.1056961216740892,582
annomi,annomi_38,5.016666666666667,4.185185185185185,3.0,0.0259764750290359,0.1309890695740589,0.1714414607193088,1.0,1036,1238,0.1265796375941209,2274
annomi,annomi_39,3.866666666666667,4.129629629629629,3.0,0.0373670188785573,0.13879526117586,0.1479348370432985,1.0,854,743,0.104616242268933,1597
annomi,annomi_4,4.5,4.12037037037037,3.0,-0.0929645445134575,0.133090611184473,0.131455610527039,0.0,240,281,0.1271107259570494,521
annomi,annomi_40,3.8166666666666655,4.379629629629629,3.0,-0.310369600340136,0.1624678869408339,0.236218401043401,0.0,152,83,0.1536848133848134,235
annomi,annomi_41,3.766666666666667,4.685185185185185,3.0,0.0315791025182003,0.1393307321343072,0.1916669727891156,1.0,1339,282,0.1848511454154311,1621
annomi,annomi_42,3.9500000000000006,3.6851851851851856,3.0,0.2631011805555555,0.1550884253546458,0.1633993134920635,1.0,209,97,0.1912925595238095,306
annomi,annomi_43,3.9500000000000006,4.518518518518518,3.0,0.0430223673300166,0.1185268259490128,0.1303522932268852,1.0,683,556,0.1570391558573459,1239
annomi,annomi_45,3.35,2.722222222222222,3.0,-0.0571746965452847,0.0956431397682756,0.1777300811895639,0.0,183,585,0.1553203400573192,768
annomi,annomi_46,4.1000000000000005,4.231481481481482,3.0,0.1389605844155844,0.1443378571538013,0.1435960701484894,1.0,288,679,0.1269250775882492,967
annomi,annomi_47,2.766666666666667,2.333333333333333,3.0,,,,,14,205,0.128278356818918,219
annomi,annomi_48,4.466666666666667,3.9259259259259256,3.0,0.1427346521942111,0.1514100667844172,0.1772253248862898,1.0,180,103,0.1075043693009118,283
annomi,annomi_50,4.183333333333333,4.037037037037037,3.0,0.1297731089555163,0.1273096600686615,0.1668327133542903,1.0,418,280,0.1024849323493234,698
annomi,annomi_51,4.466666666666667,4.175925925925927,3.0,-0.1357713293650793,0.1419171578797242,0.3107389153439153,0.0,69,167,0.0750774638336347,236
annomi,annomi_52,3.2166666666666663,4.018518518518518,3.0,0.1135824845679012,0.1218271958621789,0.2008551260247688,1.0,191,320,0.1414371535752564,511
annomi,annomi_53,1.7833333333333332,3.453703703703704,3.0,0.0044876767113095,0.1209040577646701,0.1846573683821354,1.0,653,1218,0.1521914717003426,1871
annomi,annomi_54,1.7333333333333332,3.8333333333333335,3.0,0.075406432748538,0.1779865873856934,0.1803938814094573,1.0,200,353,0.1673168212440014,553
annomi,annomi_57,1.4833333333333334,1.8240740740740744,3.0,-0.0366323412698412,0.1858458863619537,0.1651499832327297,0.0,151,230,0.0973274599583423,381
annomi,annomi_58,3.516666666666667,4.592592592592593,3.0,-0.0493603849206349,0.1332979392916329,0.1684893642072213,0.0,1010,610,0.138196544119589,1620
annomi,annomi_59,1.5666666666666669,1.7222222222222223,3.0,,,,,28,142,0.1412356725146198,170
annomi,annomi_6,4.816666666666666,4.018518518518519,3.0,-0.0089036094803218,0.1455349729006365,0.1249690476190476,0.0,376,404,0.1428111944946755,780
annomi,annomi_60,4.233333333333333,4.833333333333333,3.0,0.0837358155166829,0.1310347555553527,0.1994223283122773,1.0,499,678,0.1581581731795857,1177
annomi,annomi_61,4.883333333333333,4.675925925925927,3.0,-0.0401111822401916,0.1195807593262983,0.179453614772965,0.0,540,691,0.1318360098682679,1231
annomi,annomi_62,3.9333333333333336,4.2407407407407405,3.0,-0.1034263012181616,0.1387063499107367,0.196351740206786,0.0,227,512,0.1645500575909621,739
annomi,annomi_63,4.416666666666667,4.092592592592593,3.0,-0.0101748726239467,0.1373165249307189,0.1299229885729885,0.0,416,576,0.0454423266425911,992
annomi,annomi_65,4.433333333333334,3.935185185185185,3.0,-0.0400275793650793,0.1863905016248936,0.1092443406992426,0.0,162,144,0.0971851146384479,306
annomi,annomi_67,5.133333333333334,4.268518518518518,3.0,0.1045211224489795,0.1925736545256783,0.2394479523809523,1.0,184,488,0.1280391805017066,672
annomi,annomi_69,1.1,3.0185185185185186,3.0,0.0980309523809523,0.0397154141594608,0.195915731292517,1.0,37,80,0.0946983512184216,117
annomi,annomi_70,3.1333333333333333,3.8055555555555554,3.0,0.0039833333333333,0.0970469003328142,0.0721371882086167,1.0,37,159,0.1299534894179894,196
annomi,annomi_72,1.4333333333333336,3.453703703703704,3.0,0.0307157678332377,0.1431296803618265,0.1804898372826004,1.0,427,385,0.1812889838736913,812
annomi,annomi_73,3.583333333333333,3.703703703703704,3.0,0.0878614612511671,0.1335898338796302,0.1218822104978354,1.0,97,184,0.1055998548752834,281
annomi,annomi_74,1.2666666666666668,2.203703703703704,3.0,-0.1235191338854382,0.1299524377682434,0.1122855740284619,0.0,125,224,0.1475293318567737,349
annomi,annomi_76,3.1833333333333336,4.435185185185185,3.0,-0.0071925204995109,0.1561065518090352,0.1831335480770674,0.0,1066,538,0.1711967893899841,1604
annomi,annomi_77,2.7833333333333337,4.416666666666667,3.0,0.0553236263736262,0.1102651709790568,0.2236456008497675,1.0,207,641,0.1623726309774965,848
annomi,annomi_78,4.7,4.564814814814816,3.0,0.0834114167739167,0.1252521571802587,0.1025983660130718,1.0,383,1186,0.0803710084826907,1569
annomi,annomi_79,4.233333333333333,3.9629629629629632,3.0,-0.0512444862155388,0.0839086720695437,0.150218640459656,0.0,201,134,0.1061855619047619,335
annomi,annomi_8,5.016666666666667,4.027777777777778,3.0,0.1298361423220974,0.1384774559447506,0.1327068578885693,1.0,456,427,0.1125818029923293,883
annomi,annomi_80,4.066666666666666,4.833333333333333,3.0,0.0494433234126984,0.1215844583956729,0.0915729412226937,1.0,413,258,0.1336950213552623,671
annomi,annomi_81,2.566666666666667,4.2407407407407405,3.0,-0.013015873015873,0.0989300296372016,0.1426949864498645,0.0,91,133,0.1376619207629288,224
annomi,annomi_82,3.65,4.305555555555556,3.0,0.0971824074074074,0.1331768050574533,0.0786210547504025,1.0,147,397,0.1695049787268859,544
annomi,annomi_83,4.366666666666667,4.101851851851852,3.0,0.1247243913101963,0.1478681173092387,0.1804313819963061,1.0,602,1128,0.1502886814332524,1730
annomi,annomi_85,3.95,3.9629629629629632,3.0,-0.0417889071104632,0.1511340671051381,0.1825279393424036,0.0,989,816,0.0915928074782164,1805
annomi,annomi_86,2.5333333333333337,3.62037037037037,3.0,-0.0910924242424242,0.1183514170705418,0.1175470096371882,0.0,177,153,0.1501957451499118,330
annomi,annomi_87,4.733333333333333,3.9166666666666665,3.0,0.0484878434065933,0.1182661618902874,0.200934977106227,1.0,269,157,0.127772871085371,426
annomi,annomi_88,4.05,4.527777777777778,3.0,-0.024447672352523,0.1235562998684056,0.1935977203146342,0.0,346,712,0.1533702262412788,1058
annomi,annomi_89,3.4333333333333336,3.8148148148148144,3.0,-0.1122575768849206,0.1653146728193986,0.1471965506715506,0.0,490,285,0.106869880089717,775
annomi,annomi_9,2.95,3.4814814814814814,3.0,-0.0912681145431145,0.1638565856634007,0.098288101536911,0.0,198,397,0.1000808112420225,595
annomi,annomi_90,1.7,2.3796296296296298,3.0,-0.0214226803751803,0.1221550826359521,0.1562356341991342,0.0,559,383,0.1792658199643493,942
annomi,annomi_91,4.283333333333333,4.5740740740740735,3.0,0.0363121444032158,0.1570897391508638,0.1278743058132344,1.0,779,749,0.1090095838695838,1528
annomi,annomi_92,2.016666666666667,1.351851851851852,3.0,0.0875067226890756,0.1606171103281229,0.1346982980089916,1.0,182,328,0.0685979026720406,510
annomi,annomi_93,4.4,4.518518518518518,3.0,0.0551585576259489,0.1140965670243799,0.211332322454844,1.0,241,286,0.2159839364506332,527
annomi,annomi_94,2.6666666666666665,4.351851851851851,3.0,0.0095849110728628,0.1373427449760984,0.1990969385708555,1.0,840,478,0.1649410718516262,1318
annomi,annomi_95,2.8166666666666664,4.00925925925926,3.0,0.1844389523809524,0.150064030923137,0.1373180004409171,1.0,261,687,0.1366111064288055,948
annomi,annomi_96,4.75,4.083333333333333,3.0,-0.047359984984985,0.1265925144589138,0.2082593189964158,0.0,753,1249,0.1511987932027649,2002
annomi,annomi_97,4.483333333333333,4.055555555555555,3.0,-0.0352507099169943,0.1144330329507369,0.1189900858822847,0.0,557,487,0.1534932498173607,1044
annomi,annomi_99,4.45,4.157407407407407,3.0,0.0033641025641026,0.137972618131142,0.1353769871794871,1.0,269,653,0.142779995440205,922
cactus,cactus_0,3.583333333333333,4.527777777777778,3.0,0.1986715196461097,0.141174959848548,0.200259903940001,1.0,318,453,0.1778506765694265,771
cactus,cactus_1,3.333333333333333,4.4444444444444455,3.0,0.0794433913308913,0.1465084266844375,0.2080770164384668,1.0,402,446,0.192736211906578,848
cactus,cactus_10,3.3000000000000003,4.62037037037037,3.0,0.1012292279051538,0.1407840230657452,0.1307641696891697,1.0,416,417,0.1797521037581699,833
cactus,cactus_100,3.5666666666666664,4.361111111111111,3.0,-0.0146356891701828,0.1339391012273944,0.147505211706849,0.0,406,386,0.1494129805060839,792
cactus,cactus_101,3.2166666666666663,4.212962962962963,3.0,0.1004894718792867,0.1197301318393455,0.1234177640004657,1.0,418,541,0.1735345678183553,959
cactus,cactus_102,3.4166666666666665,4.4907407407407405,3.0,0.2135647037981859,0.1377786600903153,0.1868929138321995,1.0,289,411,0.1989095741530443,700
cactus,cactus_103,3.35,3.944444444444444,3.0,0.0019971741221741,0.1384468940330163,0.170640468975469,1.0,339,376,0.1968236873405129,715
cactus,cactus_104,3.1,4.018518518518518,3.0,0.0375661706349206,0.1294974854434585,0.1648965702947845,1.0,331,494,0.1828561438389788,825
cactus,cactus_105,3.866666666666667,3.935185185185185,3.0,-0.143600779478458,0.1251027056295632,0.1260589215850659,0.0,293,446,0.1808287348806799,739
cactus,cactus_106,3.6833333333333336,4.2407407407407405,3.0,0.0442033272283272,0.1485311930561791,0.1195785750691714,1.0,336,429,0.1816833758503401,765
cactus,cactus_107,3.35,4.351851851851852,3.0,0.1623532131834215,0.1452386184620288,0.192752799581371,1.0,373,433,0.1930437930518119,806
cactus,cactus_108,3.5500000000000003,4.5740740740740735,3.0,0.1439488153594771,0.1651773220470556,0.152933364753526,1.0,350,348,0.1775780154047853,698
cactus,cactus_109,3.4666666666666663,4.555555555555556,3.0,0.1206752926587301,0.134249716091911,0.1517312470238095,1.0,409,513,0.2011111953577727,922
cactus,cactus_11,3.0333333333333337,4.138888888888889,3.0,0.0207714900514195,0.1079981812315407,0.1544685407496332,1.0,366,386,0.2007625015788808,752
cactus,cactus_110,3.5499999999999994,4.611111111111111,3.0,-0.0155053979125896,0.136027504093328,0.1856316374155805,0.0,378,384,0.213059491005291,762
cactus,cactus_111,3.4,4.666666666666667,3.0,0.0021190242763771,0.1686788344563069,0.1575981279178338,1.0,434,513,0.1909466301335349,947
cactus,cactus_112,2.9333333333333336,4.37962962962963,3.0,0.1043743413516609,0.139193574669653,0.0773008197792148,1.0,495,460,0.1349822853975293,955
cactus,cactus_113,3.25,4.703703703703703,3.0,0.069479002547521,0.1378689356366625,0.2132157322699194,1.0,415,461,0.221798960528164,876
cactus,cactus_114,3.2166666666666663,3.935185185185185,3.0,-0.0321211685823754,0.1257403796622142,0.1407982163172436,0.0,302,345,0.1995075904667423,647
cactus,cactus_115,3.1666666666666665,4.777777777777778,3.0,0.162132176629517,0.1509457403096779,0.1667179109496906,1.0,481,582,0.232792327349788,1063
cactus,cactus_116,3.75,4.407407407407407,3.0,0.0622759379509379,0.1277282400759617,0.1561349623432956,1.0,342,369,0.2180522145061728,711
cactus,cactus_117,3.35,4.222222222222221,3.0,0.0087257936507936,0.1507784888425491,0.1561227693160597,1.0,281,307,0.2321521119633535,588
cactus,cactus_118,3.45,4.101851851851852,3.0,0.0865230974124809,0.1257803465454317,0.1118217035455486,1.0,377,391,0.1645629217568353,768
cactus,cactus_119,3.2,3.8796296296296298,3.0,-0.1530373939986953,0.1223431963258235,0.1340943495514147,0.0,377,490,0.1849696845196845,867
cactus,cactus_12,3.1666666666666665,4.796296296296297,3.0,0.1520903823178016,0.1335150797402774,0.2474688513216231,1.0,478,364,0.2270488419405321,842
cactus,cactus_120,3.783333333333333,4.351851851851851,3.0,0.0631820811287477,0.1216432617009174,0.1359183772113838,1.0,463,486,0.1411616252370969,949
cactus,cactus_121,4.1000000000000005,3.638888888888889,3.0,-0.0808603930461073,0.120053038210447,0.1040590471198961,0.0,327,504,0.1713493602693602,831
cactus,cactus_122,3.4,4.4907407407407405,3.0,0.1091168858090499,0.1545322437728774,0.1284680877464063,1.0,348,455,0.1963090166559897,803
cactus,cactus_123,2.983333333333333,4.00925925925926,3.0,-0.0209436709712133,0.1269309311546355,0.2002756365185895,0.0,307,421,0.2111940649560794,728
cactus,cactus_124,3.4333333333333336,4.564814814814815,3.0,-0.079981074074074,0.1665781840115169,0.155937490000421,0.0,386,394,0.1605528004535147,780
cactus,cactus_125,3.4166666666666665,4.5740740740740735,3.0,0.0964957624716553,0.1664340196234634,0.1665314158163265,1.0,289,385,0.172524011102668,674
cactus,cactus_126,3.333333333333333,3.3796296296296298,3.0,-0.1009270871985157,0.1259835875512309,0.1454583261556129,0.0,396,457,0.1690917472718253,853
cactus,cactus_127,3.233333333333333,4.0740740740740735,3.0,0.0873372607376283,0.1198971304178735,0.0937350233426703,1.0,349,351,0.1524159983291562,700
cactus,cactus_128,3.3166666666666664,4.453703703703703,3.0,0.1246480571016284,0.1509671845379707,0.1181814849082983,1.0,395,500,0.1592690896453625,895
cactus,cactus_129,2.8666666666666667,3.87037037037037,3.0,-0.0348721475719,0.1267894116223564,0.1332461802608832,0.0,514,607,0.1694963004990179,1121
cactus,cactus_13,3.633333333333333,4.694444444444445,3.0,0.1392430695282808,0.1539030862313667,0.1709761371215152,1.0,366,430,0.1628421511518304,796
cactus,cactus_130,3.3833333333333333,4.111111111111111,3.0,0.0692425631981187,0.1263160852758261,0.1128151546250684,1.0,415,472,0.1977798364702252,887
cactus,cactus_131,3.516666666666667,4.462962962962963,3.0,0.1319723787167449,0.1332500991444578,0.1226343833600856,1.0,365,489,0.1475293022486772,854
cactus,cactus_132,3.25,3.879629629629629,3.0,0.0315929761904761,0.1142643272339773,0.137846902494331,1.0,359,357,0.1749659642401021,716
cactus,cactus_133,3.4166666666666665,4.25925925925926,3.0,-0.1093345521541949,0.1318656520228202,0.1078200181566337,0.0,433,517,0.1833483150543682,950
cactus,cactus_134,3.6166666666666663,4.481481481481482,3.0,0.1027048955722639,0.1472373657320624,0.1260839772386942,1.0,486,476,0.1563657277114986,962
cactus,cactus_135,3.0,4.648148148148148,3.0,-0.0025376984126984,0.1322180268618536,0.173029609375,0.0,329,305,0.2217604542042042,634
cactus,cactus_136,3.1,4.564814814814814,3.0,0.089839131393298,0.1395687476851267,0.2164325113378684,1.0,373,472,0.2080102694641571,845
cactus,cactus_137,3.3833333333333333,4.685185185185184,3.0,0.11926016285302,0.1294903089240235,0.2214468981994176,1.0,396,390,0.2055547869016373,786
cactus,cactus_138,3.0666666666666664,4.064814814814814,3.0,0.0565344726062467,0.1304720998650327,0.1167695656612055,1.0,320,406,0.1321376464355683,726
cactus,cactus_139,3.1166666666666667,4.648148148148148,3.0,0.0978807510927076,0.1243699867616679,0.1433383582635744,1.0,356,411,0.1914393824528153,767
cactus,cactus_14,3.65,4.203703703703703,3.0,-0.0313481510552939,0.148780551954736,0.1725318276544753,0.0,466,434,0.1990392521008403,900
cactus,cactus_140,3.6833333333333336,4.666666666666667,3.0,0.2468420785613823,0.1679251098588151,0.0877785323472823,1.0,405,398,0.1329387338311502,803
cactus,cactus_141,3.6166666666666663,4.166666666666667,3.0,0.0094540389215046,0.1296129354820947,0.1819027334457852,1.0,376,417,0.1825421889589169,793
cactus,cactus_142,3.8,4.185185185185186,3.0,0.0060258425744727,0.1177023718293955,0.1720658816191336,1.0,378,432,0.1827794157379264,810
cactus,cactus_143,3.25,4.222222222222222,3.0,0.0377849149659863,0.1237752345334579,0.1632123635912698,1.0,361,436,0.1584214360060964,797
cactus,cactus_144,3.766666666666667,4.138888888888889,3.0,-0.0364397557997558,0.127606791625134,0.1917235224586288,0.0,338,369,0.1633888205467372,707
cactus,cactus_145,3.6833333333333336,4.342592592592593,3.0,0.0455478466386555,0.1246842579074146,0.1547351638504864,1.0,350,394,0.1773004834054834,744
cactus,cactus_146,3.8166666666666655,4.675925925925926,3.0,0.0204051960784313,0.1318728448289824,0.1446675848481469,1.0,436,552,0.1642025278435499,988
cactus,cactus_147,3.466666666666667,4.731481481481481,3.0,0.1109438767636684,0.1510655746333337,0.1869328056984566,1.0,370,439,0.177407799926172,809
cactus,cactus_148,3.2,3.925925925925926,3.0,0.1076117767537122,0.1713819931709455,0.1380896142958245,1.0,323,408,0.1828763187731232,731
cactus,cactus_149,2.983333333333333,3.7129629629629632,3.0,-0.0355272628495842,0.0981149009281875,0.1537159930083144,0.0,429,482,0.1880717515688446,911
cactus,cactus_15,3.233333333333333,3.907407407407407,3.0,-0.0302799049464747,0.1231850595094792,0.1166659310205133,0.0,440,524,0.1839941655108645,964
cactus,cactus_150,3.45,4.277777777777779,3.0,0.0305574108431251,0.1378119812439844,0.1384169039437081,1.0,397,381,0.1611324436763953,778
cactus,cactus_151,3.3666666666666667,4.675925925925927,3.0,0.0644879761904761,0.1160922163849977,0.1679488330642991,1.0,363,473,0.2442620723864258,836
cactus,cactus_152,3.3666666666666667,4.018518518518518,3.0,0.1444454525954525,0.1462500378469046,0.0727102344780629,1.0,382,438,0.1509197829947829,820
cactus,cactus_153,3.3833333333333333,4.37962962962963,3.0,0.0127922910830999,0.1378151160445664,0.1580054528478058,1.0,349,401,0.1736940962099125,750
cactus,cactus_154,3.333333333333333,4.490740740740741,3.0,0.0585171428571428,0.1305562292875292,0.1402403201058201,1.0,309,456,0.2024977637512872,765
cactus,cactus_155,3.4,4.018518518518518,3.0,0.0614699701092557,0.1311298105451193,0.108613188068715,1.0,398,418,0.1841444813133077,816
cactus,cactus_156,3.483333333333333,4.129629629629629,3.0,0.0814695004668534,0.1274293067178934,0.0791544976657329,1.0,434,441,0.1726021154835391,875
cactus,cactus_157,3.6166666666666663,4.3240740740740735,3.0,-0.0552284798534798,0.1246450860535292,0.1141451805404095,0.0,402,470,0.1772219243879764,872
cactus,cactus_158,3.15,4.194444444444445,3.0,-0.0645747853239657,0.1265330552272663,0.2133559677916474,0.0,318,406,0.1815757716604693,724
cactus,cactus_159,3.033333333333333,4.12962962962963,3.0,0.0650817557104141,0.1645840335900921,0.1683375454897406,1.0,419,448,0.1920401896445746,867
cactus,cactus_16,3.133333333333333,4.462962962962963,3.0,0.0226736205593348,0.1440329764182749,0.1389103494320319,1.0,431,416,0.1866439247689248,847
cactus,cactus_160,3.65,3.592592592592593,3.0,-0.0605772765246449,0.1319616999288468,0.12655291005291,0.0,297,435,0.1534386271331694,732
