dataset,interaction_id,claude,gemini,gpt,judge_mean,n_judges
annomi,annomi_8,4.0,4.0,4.083333333333333,4.027777777777778,3
annomi,annomi_80,4.916666666666667,4.916666666666667,4.666666666666667,4.833333333333333,3
annomi,annomi_81,4.083333333333333,4.472222222222222,4.166666666666667,4.2407407407407405,3
annomi,annomi_82,4.0,4.666666666666667,4.25,4.305555555555556,3
annomi,annomi_83,4.0,4.166666666666666,4.138888888888889,4.101851851851852,3
annomi,annomi_85,3.9166666666666665,4.027777777777778,3.944444444444444,3.9629629629629632,3
annomi,annomi_86,3.2777777777777777,4.0,3.5833333333333335,3.6203703703703702,3
annomi,annomi_87,3.75,4.277777777777778,3.7222222222222223,3.9166666666666665,3
annomi,annomi_88,4.527777777777778,4.611111111111111,4.444444444444445,4.527777777777778,3
annomi,annomi_89,3.722222222222222,3.944444444444444,3.7777777777777777,3.8148148148148144,3
annomi,annomi_9,3.0,3.7222222222222223,3.7222222222222223,3.4814814814814814,3
annomi,annomi_90,2.166666666666667,1.8333333333333333,3.138888888888889,2.3796296296296298,3
annomi,annomi_91,4.333333333333333,4.805555555555556,4.583333333333333,4.5740740740740735,3
annomi,annomi_92,1.5277777777777777,1.0,1.5277777777777777,1.3518518518518519,3
annomi,annomi_93,4.583333333333333,4.638888888888889,4.333333333333333,4.518518518518518,3
annomi,annomi_94,4.027777777777778,4.944444444444445,4.083333333333333,4.351851851851851,3
annomi,annomi_95,3.638888888888889,4.305555555555555,4.083333333333333,4.0092592592592595,3
annomi,annomi_96,4.0,4.194444444444444,4.055555555555555,4.083333333333333,3
annomi,annomi_97,3.9722222222222223,4.138888888888889,4.055555555555555,4.055555555555555,3
annomi,annomi_99,3.9722222222222223,4.305555555555555,4.194444444444445,4.157407407407407,3
cactus,cactus_0,4.361111111111111,4.694444444444445,4.527777777777778,4.527777777777778,3
cactus,cactus_1,4.222222222222222,4.694444444444445,4.416666666666667,4.4444444444444455,3
cactus,cactus_10,4.5,4.777777777777778,4.583333333333333,4.62037037037037,3
cactus,cactus_100,4.361111111111112,4.611111111111111,4.111111111111111,4.361111111111111,3
cactus,cactus_101,4.25,4.194444444444445,4.194444444444445,4.212962962962963,3
cactus,cactus_102,4.305555555555555,4.833333333333333,4.333333333333333,4.4907407407407405,3
cactus,cactus_103,3.888888888888889,3.972222222222222,3.9722222222222223,3.944444444444444,3
cactus,cactus_104,3.8333333333333335,4.083333333333333,4.138888888888888,4.018518518518518,3
cactus,cactus_105,3.8055555555555554,4.0,4.0,3.935185185185185,3
cactus,cactus_106,4.055555555555555,4.555555555555555,4.111111111111111,4.2407407407407405,3
cactus,cactus_107,4.305555555555555,4.361111111111112,4.388888888888889,4.351851851851852,3
cactus,cactus_108,4.555555555555555,4.805555555555555,4.361111111111111,4.5740740740740735,3
cactus,cactus_109,4.277777777777778,4.75,4.638888888888889,4.555555555555556,3
cactus,cactus_11,3.8333333333333335,4.388888888888889,4.194444444444445,4.138888888888889,3
cactus,cactus_110,4.472222222222222,4.75,4.611111111111112,4.611111111111111,3
cactus,cactus_111,4.638888888888888,4.777777777777778,4.583333333333333,4.666666666666667,3
cactus,cactus_112,3.8055555555555554,4.805555555555555,4.527777777777778,4.37962962962963,3
cactus,cactus_113,4.722222222222222,4.916666666666667,4.472222222222222,4.703703703703703,3
cactus,cactus_114,3.8333333333333335,4.055555555555555,3.9166666666666665,3.935185185185185,3
cactus,cactus_115,4.722222222222222,5.0,4.611111111111112,4.777777777777778,3
cactus,cactus_116,4.194444444444445,4.638888888888889,4.388888888888889,4.407407407407407,3
cactus,cactus_117,4.083333333333333,4.5,4.083333333333333,4.222222222222221,3
cactus,cactus_118,4.055555555555555,4.083333333333333,4.166666666666667,4.101851851851852,3
cactus,cactus_119,3.7777777777777777,4.0,3.861111111111111,3.8796296296296298,3
cactus,cactus_12,4.527777777777778,5.0,4.861111111111112,4.796296296296297,3
cactus,cactus_120,4.25,4.472222222222222,4.333333333333333,4.351851851851851,3
cactus,cactus_121,3.611111111111111,3.638888888888889,3.6666666666666665,3.638888888888889,3
cactus,cactus_122,4.444444444444444,4.694444444444445,4.333333333333333,4.4907407407407405,3
cactus,cactus_123,3.7777777777777777,4.222222222222222,4.027777777777778,4.0092592592592595,3
cactus,cactus_124,4.555555555555556,4.694444444444445,4.444444444444445,4.564814814814815,3
cactus,cactus_125,4.444444444444445,4.777777777777778,4.5,4.5740740740740735,3
cactus,cactus_126,3.3055555555555554,3.388888888888889,3.4444444444444446,3.3796296296296298,3
cactus,cactus_127,3.944444444444444,4.027777777777778,4.25,4.0740740740740735,3
cactus,cactus_128,4.194444444444445,4.694444444444445,4.472222222222222,4.453703703703703,3
cactus,cactus_129,3.8055555555555554,3.888888888888889,3.9166666666666665,3.8703703703703702,3
cactus,cactus_13,4.638888888888889,4.75,4.694444444444445,4.694444444444445,3
cactus,cactus_130,4.111111111111111,4.055555555555555,4.166666666666667,4.111111111111111,3
cactus,cactus_131,4.388888888888889,4.527777777777778,4.472222222222222,4.462962962962963,3
cactus,cactus_132,3.8055555555555554,3.9166666666666665,3.9166666666666665,3.8796296296296293,3
cactus,cactus_133,4.166666666666667,4.5,4.111111111111111,4.2592592592592595,3
cactus,cactus_134,4.305555555555555,4.75,4.388888888888889,4.481481481481482,3
cactus,cactus_135,4.694444444444445,4.777777777777778,4.472222222222222,4.648148148148148,3
cactus,cactus_136,4.305555555555555,4.777777777777778,4.611111111111111,4.564814814814814,3
cactus,cactus_137,4.611111111111111,4.833333333333333,4.611111111111111,4.685185185185184,3
cactus,cactus_138,3.9722222222222223,4.138888888888888,4.083333333333333,4.064814814814814,3
cactus,cactus_139,4.555555555555555,4.777777777777778,4.611111111111112,4.648148148148148,3
cactus,cactus_14,3.7777777777777777,4.555555555555555,4.277777777777778,4.203703703703703,3
cactus,cactus_140,4.527777777777778,4.861111111111112,4.611111111111112,4.666666666666667,3
cactus,cactus_141,4.055555555555555,4.25,4.194444444444445,4.166666666666667,3
cactus,cactus_142,3.861111111111111,4.416666666666667,4.277777777777778,4.185185185185186,3
cactus,cactus_143,4.0,4.444444444444445,4.222222222222222,4.222222222222222,3
cactus,cactus_144,4.0,4.25,4.166666666666667,4.138888888888889,3
cactus,cactus_145,4.277777777777778,4.555555555555555,4.194444444444445,4.342592592592593,3
cactus,cactus_146,4.472222222222222,5.0,4.555555555555555,4.675925925925926,3
cactus,cactus_147,4.583333333333333,4.861111111111111,4.75,4.731481481481481,3
cactus,cactus_148,3.8333333333333335,4.0,3.944444444444444,3.925925925925926,3
cactus,cactus_149,3.5833333333333335,3.8055555555555554,3.75,3.7129629629629632,3
cactus,cactus_15,3.694444444444444,4.0,4.027777777777778,3.907407407407407,3
cactus,cactus_150,4.0,4.666666666666667,4.166666666666667,4.277777777777779,3
cactus,cactus_151,4.694444444444445,4.833333333333333,4.5,4.6759259259259265,3
cactus,cactus_152,3.8333333333333335,4.083333333333333,4.138888888888889,4.018518518518518,3
cactus,cactus_153,4.027777777777778,4.611111111111111,4.5,4.37962962962963,3
cactus,cactus_154,4.583333333333334,4.722222222222222,4.166666666666667,4.490740740740741,3
cactus,cactus_155,3.9722222222222223,4.0,4.083333333333333,4.018518518518518,3
cactus,cactus_156,3.9166666666666665,4.305555555555555,4.166666666666666,4.129629629629629,3
cactus,cactus_157,4.361111111111111,4.5,4.111111111111111,4.3240740740740735,3
cactus,cactus_158,3.888888888888889,4.25,4.444444444444445,4.194444444444445,3
cactus,cactus_159,3.972222222222222,4.5,3.916666666666667,4.12962962962963,3
cactus,cactus_16,4.055555555555555,4.861111111111112,4.472222222222222,4.462962962962963,3
cactus,cactus_160,3.5,3.5,3.7777777777777777,3.592592592592593,3
cactus,cactus_161,4.0,4.222222222222222,4.166666666666667,4.12962962962963,3
cactus,cactus_162,3.6944444444444446,3.638888888888889,3.694444444444444,3.675925925925926,3
cactus,cactus_163,4.305555555555555,4.388888888888889,4.361111111111112,4.351851851851852,3
cactus,cactus_164,4.166666666666667,4.444444444444445,4.083333333333333,4.231481481481481,3
cactus,cactus_165,4.527777777777778,4.888888888888888,4.777777777777778,4.731481481481481,3
cactus,cactus_166,4.0,4.444444444444445,4.166666666666666,4.203703703703703,3
cactus,cactus_167,4.388888888888889,4.75,4.583333333333333,4.5740740740740735,3
cactus,cactus_168,4.444444444444445,4.555555555555556,4.361111111111111,4.453703703703703,3
cactus,cactus_169,4.0,4.333333333333334,4.027777777777778,4.12037037037037,3
cactus,cactus_17,4.416666666666667,4.888888888888888,4.638888888888889,4.648148148148148,3
cactus,cactus_170,4.194444444444445,4.305555555555555,4.166666666666667,4.222222222222222,3
cactus,cactus_171,4.666666666666667,4.638888888888888,4.25,4.518518518518518,3
cactus,cactus_172,4.0,4.722222222222222,4.472222222222222,4.398148148148148,3
cactus,cactus_173,4.527777777777778,4.722222222222222,4.555555555555555,4.601851851851852,3
cactus,cactus_174,4.416666666666667,4.833333333333333,4.5,4.583333333333333,3
cactus,cactus_175,4.111111111111111,4.194444444444445,4.166666666666667,4.157407407407407,3
cactus,cactus_176,4.805555555555555,5.0,4.75,4.851851851851852,3
cactus,cactus_177,4.583333333333334,4.833333333333333,4.611111111111111,4.6759259259259265,3
cactus,cactus_178,4.666666666666667,4.861111111111112,4.638888888888889,4.722222222222222,3
cactus,cactus_179,4.055555555555555,4.5,4.111111111111111,4.222222222222222,3
cactus,cactus_18,4.75,4.805555555555555,4.694444444444445,4.75,3
cactus,cactus_180,3.611111111111111,3.611111111111111,3.7222222222222223,3.6481481481481484,3
cactus,cactus_181,4.25,4.75,4.527777777777778,4.5092592592592595,3
cactus,cactus_182,4.361111111111111,4.583333333333333,4.333333333333333,4.425925925925925,3
cactus,cactus_183,4.083333333333333,4.083333333333333,4.555555555555555,4.2407407407407405,3
cactus,cactus_184,3.5277777777777777,3.7222222222222223,3.694444444444444,3.6481481481481484,3
cactus,cactus_185,3.9166666666666665,4.0,4.0,3.972222222222222,3
cactus,cactus_186,3.6666666666666665,3.9166666666666665,3.75,3.7777777777777772,3
cactus,cactus_187,4.0,4.166666666666667,4.111111111111112,4.092592592592593,3
cactus,cactus_188,4.138888888888888,4.666666666666667,4.472222222222222,4.4259259259259265,3
cactus,cactus_189,3.9722222222222223,4.472222222222222,4.416666666666667,4.287037037037037,3
cactus,cactus_19,4.833333333333333,5.0,4.777777777777778,4.87037037037037,3
cactus,cactus_190,3.75,4.555555555555555,4.305555555555555,4.203703703703703,3
cactus,cactus_191,4.222222222222222,4.916666666666667,4.222222222222222,4.453703703703703,3
cactus,cactus_192,4.222222222222222,4.305555555555555,4.277777777777778,4.268518518518519,3
cactus,cactus_193,4.0,4.0,4.416666666666667,4.138888888888889,3
cactus,cactus_194,4.638888888888889,5.0,4.694444444444445,4.777777777777778,3
cactus,cactus_195,3.527777777777778,4.055555555555555,3.7777777777777777,3.7870370370370368,3
cactus,cactus_196,4.0,4.111111111111111,4.055555555555555,4.055555555555555,3
cactus,cactus_197,4.027777777777778,4.416666666666667,4.055555555555555,4.166666666666667,3
cactus,cactus_198,3.694444444444444,4.222222222222222,4.0,3.972222222222222,3
cactus,cactus_199,4.5,4.722222222222222,4.694444444444445,4.638888888888888,3
cactus,cactus_2,4.055555555555555,4.222222222222222,4.166666666666667,4.148148148148149,3
cactus,cactus_20,4.083333333333333,4.027777777777778,4.111111111111111,4.0740740740740735,3
cactus,cactus_21,3.8055555555555554,4.0,3.9444444444444446,3.9166666666666665,3
cactus,cactus_22,3.6666666666666665,3.7222222222222223,4.055555555555555,3.814814814814815,3
cactus,cactus_23,4.055555555555555,4.805555555555556,4.361111111111111,4.407407407407407,3
cactus,cactus_24,4.361111111111111,4.694444444444445,4.472222222222222,4.5092592592592595,3
cactus,cactus_25,4.472222222222222,4.666666666666667,4.583333333333333,4.5740740740740735,3
cactus,cactus_26,3.75,4.083333333333333,4.111111111111111,3.981481481481481,3
cactus,cactus_27,4.416666666666667,4.888888888888888,4.388888888888889,4.564814814814815,3
cactus,cactus_28,4.027777777777778,4.111111111111111,4.416666666666667,4.185185185185186,3
cactus,cactus_29,4.111111111111111,4.5,4.166666666666667,4.2592592592592595,3
cactus,cactus_3,3.8055555555555554,4.222222222222222,4.0,4.0092592592592595,3
cactus,cactus_30,4.361111111111111,4.722222222222222,4.5,4.527777777777778,3
cactus,cactus_31,4.583333333333334,4.777777777777778,4.527777777777778,4.62962962962963,3
cactus,cactus_32,3.75,3.8055555555555554,3.9722222222222223,3.842592592592593,3
cactus,cactus_33,4.666666666666667,4.777777777777778,4.638888888888889,4.694444444444445,3
cactus,cactus_34,4.666666666666667,4.916666666666667,4.5,4.694444444444445,3
cactus,cactus_35,4.694444444444445,5.0,4.694444444444445,4.796296296296297,3
cactus,cactus_36,4.416666666666667,4.833333333333333,4.472222222222222,4.5740740740740735,3
cactus,cactus_37,4.638888888888889,4.694444444444445,4.611111111111111,4.648148148148148,3
cactus,cactus_38,4.083333333333333,4.0,4.111111111111112,4.064814814814814,3
cactus,cactus_39,4.638888888888889,4.861111111111112,4.722222222222222,4.7407407407407405,3
cactus,cactus_4,3.4444444444444446,3.5833333333333335,3.7222222222222223,3.5833333333333335,3
cactus,cactus_40,4.138888888888889,4.055555555555555,4.027777777777778,4.0740740740740735,3
cactus,cactus_41,4.0,4.722222222222222,4.416666666666667,4.37962962962963,3
cactus,cactus_42,4.666666666666667,5.0,4.638888888888888,4.768518518518519,3
cactus,cactus_43,4.416666666666667,4.305555555555556,4.555555555555555,4.4259259259259265,3
cactus,cactus_44,4.25,4.5,4.333333333333334,4.361111111111112,3
cactus,cactus_45,4.472222222222222,4.888888888888889,4.638888888888889,4.666666666666667,3
cactus,cactus_46,4.166666666666667,4.694444444444445,4.638888888888889,4.5,3
cactus,cactus_47,3.5833333333333335,4.0,3.8333333333333335,3.805555555555556,3
cactus,cactus_48,4.611111111111112,4.75,4.638888888888888,4.666666666666667,3
cactus,cactus_49,4.583333333333333,4.583333333333333,4.583333333333333,4.583333333333333,3
cactus,cactus_5,4.166666666666667,4.555555555555555,4.166666666666667,4.296296296296297,3
cactus,cactus_50,4.277777777777778,4.75,4.583333333333333,4.537037037037037,3
cactus,cactus_51,4.222222222222222,4.138888888888888,4.194444444444445,4.185185185185185,3
cactus,cactus_52,4.666666666666667,5.0,4.75,4.805555555555556,3
cactus,cactus_53,3.888888888888889,4.027777777777778,3.888888888888889,3.935185185185185,3
cactus,cactus_54,4.805555555555555,5.0,4.666666666666666,4.8240740740740735,3
cactus,cactus_55,4.111111111111111,4.638888888888889,4.5,4.416666666666667,3
cactus,cactus_56,4.138888888888888,4.555555555555555,4.611111111111112,4.435185185185184,3
cactus,cactus_57,3.6666666666666665,3.638888888888889,3.8333333333333335,3.7129629629629632,3
cactus,cactus_58,3.9166666666666665,4.527777777777778,4.222222222222222,4.222222222222222,3
cactus,cactus_59,3.9722222222222223,4.111111111111111,4.361111111111112,4.148148148148148,3
cactus,cactus_6,4.666666666666667,5.0,4.75,4.805555555555556,3
cactus,cactus_60,4.027777777777778,4.0,4.277777777777778,4.101851851851852,3
cactus,cactus_61,4.555555555555555,4.722222222222222,4.388888888888889,4.555555555555556,3
cactus,cactus_62,3.888888888888889,4.0,4.083333333333333,3.9907407407407405,3
cactus,cactus_63,3.9722222222222223,4.805555555555555,4.388888888888889,4.388888888888889,3
cactus,cactus_64,4.333333333333333,4.388888888888889,4.388888888888888,4.37037037037037,3
cactus,cactus_65,4.388888888888889,4.777777777777778,4.277777777777778,4.481481481481482,3
cactus,cactus_66,3.7222222222222223,4.055555555555555,3.861111111111111,3.8796296296296298,3
cactus,cactus_67,3.6666666666666665,4.0,3.8055555555555554,3.824074074074074,3
cactus,cactus_68,4.194444444444445,4.583333333333333,4.527777777777778,4.435185185185186,3
cactus,cactus_69,4.527777777777778,4.694444444444445,4.416666666666667,4.546296296296297,3
cactus,cactus_7,3.7777777777777777,4.194444444444445,3.8055555555555554,3.925925925925926,3
cactus,cactus_70,3.5833333333333335,3.5,3.694444444444444,3.592592592592593,3
cactus,cactus_71,4.5,4.75,4.666666666666667,4.638888888888889,3
cactus,cactus_72,3.7777777777777777,4.25,3.9166666666666665,3.9814814814814814,3
cactus,cactus_73,4.527777777777778,4.722222222222222,4.361111111111112,4.537037037037037,3
cactus,cactus_74,4.833333333333333,4.888888888888889,4.777777777777778,4.833333333333333,3
cactus,cactus_75,3.944444444444444,4.0,4.138888888888889,4.027777777777778,3
cactus,cactus_76,4.138888888888888,4.555555555555555,4.194444444444445,4.296296296296296,3
cactus,cactus_77,4.444444444444445,4.75,4.527777777777779,4.574074074074074,3
cactus,cactus_78,4.0,4.277777777777778,4.083333333333333,4.12037037037037,3
cactus,cactus_79,3.7222222222222223,3.6944444444444446,3.8055555555555554,3.7407407407407405,3
cactus,cactus_8,4.722222222222222,5.0,4.888888888888889,4.87037037037037,3
cactus,cactus_80,3.8055555555555554,4.472222222222222,4.111111111111111,4.12962962962963,3
cactus,cactus_81,4.027777777777778,4.055555555555555,4.138888888888889,4.0740740740740735,3
cactus,cactus_82,3.9722222222222223,4.0,4.111111111111111,4.027777777777778,3
cactus,cactus_83,3.888888888888889,3.944444444444444,3.9166666666666665,3.9166666666666665,3
cactus,cactus_84,4.222222222222222,4.527777777777778,4.388888888888889,4.37962962962963,3
cactus,cactus_85,3.861111111111111,4.194444444444445,4.055555555555555,4.037037037037037,3
cactus,cactus_86,4.055555555555555,4.611111111111111,4.416666666666667,4.361111111111111,3
cactus,cactus_87,3.1944444444444446,3.3333333333333335,3.5555555555555554,3.361111111111111,3
cactus,cactus_88,4.361111111111111,4.638888888888889,4.5,4.5,3
cactus,cactus_89,4.166666666666667,4.194444444444444,4.444444444444445,4.268518518518518,3
cactus,cactus_9,4.083333333333333,4.694444444444445,4.444444444444445,4.407407407407407,3
cactus,cactus_90,4.0,4.222222222222222,4.138888888888888,4.12037037037037,3
cactus,cactus_91,4.555555555555555,5.0,4.805555555555555,4.787037037037037,3
cactus,cactus_92,4.583333333333333,5.0,4.666666666666667,4.75,3
cactus,cactus_93,3.9722222222222223,4.5,4.277777777777778,4.25,3
cactus,cactus_94,3.305555555555556,3.611111111111111,3.6666666666666665,3.527777777777778,3
cactus,cactus_95,3.9722222222222223,4.083333333333333,4.305555555555556,4.12037037037037,3
cactus,cactus_96,3.194444444444444,3.444444444444444,3.4444444444444446,3.3611111111111107,3
cactus,cactus_97,3.9722222222222223,4.0,4.055555555555555,4.0092592592592595,3
cactus,cactus_98,4.25,4.444444444444445,4.305555555555555,4.333333333333333,3
cactus,cactus_99,4.0,4.555555555555556,4.166666666666666,4.240740740740741,3
cpsycoun,cpscycoun_career_1_02,3.2777777777777777,3.0833333333333335,3.444444444444444,3.2685185185185186,3
cpsycoun,cpscycoun_career_1_04,3.166666666666667,3.6666666666666665,3.5555555555555554,3.4629629629629632,3
cpsycoun,cpscycoun_career_1_06,3.333333333333333,3.638888888888889,3.5833333333333335,3.5185185185185186,3
cpsycoun,cpscycoun_career_1_08,2.916666666666667,3.666666666666667,3.5833333333333335,3.3888888888888893,3
cpsycoun,cpscycoun_career_1_10,2.916666666666667,3.5,3.5833333333333335,3.3333333333333335,3
cpsycoun,cpscycoun_career_2_02,3.0277777777777777,3.2222222222222223,3.4444444444444446,3.2314814814814814,3
cpsycoun,cpscycoun_career_2_04,3.5277777777777777,4.138888888888888,3.6944444444444446,3.7870370370370368,3
cpsycoun,cpscycoun_career_2_06,3.6666666666666665,4.25,3.611111111111111,3.842592592592592,3
cpsycoun,cpscycoun_career_2_10,3.305555555555556,4.222222222222222,3.805555555555556,3.777777777777778,3
cpsycoun,cpscycoun_career_3_02,3.25,3.0833333333333335,3.4166666666666665,3.25,3
cpsycoun,cpscycoun_career_3_04,3.138888888888889,3.611111111111111,3.5833333333333335,3.4444444444444446,3
