dataset,rid,dimA_overall,dimB_total3,client_valence_nec,client_valence_emo_std,client_valence_happy_ending,client_n_tokens,counselor_n_tokens,counselor_valence_emo_mean,client_dominance_nec,client_arousal_emo_std,total_tokens,log_tokens
annomi,annomi_29,3.8333333333333335,4.361111111111111,-0.0591174482924482,0.1196383495281688,0.0,340,791,0.1731258251126537,-0.0366935966810966,0.1142523001702943,1131,7.0317412587631285
annomi,annomi_3,2.883333333333333,3.407407407407407,0.0809439553340716,0.1330858283637798,1.0,224,122,0.1672747331085826,0.088351061277224,0.1172738153952701,346,5.849324779946859
annomi,annomi_30,2.6833333333333336,1.8611111111111114,0.0296661375661375,0.1470474140662311,1.0,100,303,0.1183786956052262,0.0844924603174603,0.0847196390925647,403,6.0014148779611505
annomi,annomi_31,4.616666666666666,4.712962962962963,0.088756984126984,0.1518050408647701,1.0,361,622,0.0958154502964861,-0.0340276077097505,0.1429947319442931,983,6.891625897052253
annomi,annomi_32,1.4833333333333334,1.2314814814814816,0.0385820105820105,0.1257907983283305,1.0,193,209,0.120172746031746,0.1283347883597883,0.1023279965514685,402,5.998936561946683
annomi,annomi_33,4.866666666666667,3.5833333333333335,0.0371505890376984,0.1235376958458601,1.0,333,369,0.1256157903439153,-0.0224017547123015,0.10980379066636,702,6.555356891810665
annomi,annomi_34,4.433333333333333,4.277777777777778,0.0234495981726023,0.1220288749282201,1.0,1200,1563,0.1937237753059181,0.0605605558890222,0.1003184015887908,2763,7.92443418488756
annomi,annomi_35,4.316666666666666,4.101851851851852,0.0120084068195179,0.1146044802973658,1.0,823,430,0.1935446489839007,0.0115417132079169,0.0912025634613477,1253,7.134093721192866
annomi,annomi_37,4.533333333333334,4.361111111111111,-0.008647103870788,0.1383434440166822,0.0,295,287,0.1056961216740892,-0.041869193817878,0.1213013239459143,582,6.368187186350492
annomi,annomi_38,5.016666666666667,4.185185185185185,0.0259764750290359,0.1309890695740589,1.0,1036,1238,0.1265796375941209,0.0082020054200541,0.1168439547804069,2274,7.729735331385051
annomi,annomi_39,3.866666666666667,4.129629629629629,0.0373670188785573,0.13879526117586,1.0,854,743,0.104616242268933,0.0200940898844745,0.1131908779585473,1597,7.37650812632622
annomi,annomi_4,4.5,4.12037037037037,-0.0929645445134575,0.133090611184473,0.0,240,281,0.1271107259570494,0.0709905452035886,0.1119703701981177,521,6.257667587882639
annomi,annomi_40,3.8166666666666655,4.379629629629629,-0.310369600340136,0.1624678869408339,0.0,152,83,0.1536848133848134,-0.0533783588435374,0.1336795864107151,235,5.4638318050256105
annomi,annomi_41,3.766666666666667,4.685185185185185,0.0315791025182003,0.1393307321343072,1.0,1339,282,0.1848511454154311,0.003288663623344,0.1280899351842733,1621,7.3914152346753585
annomi,annomi_42,3.9500000000000006,3.685185185185185,0.2631011805555555,0.1550884253546458,1.0,209,97,0.1912925595238095,0.1504987797619048,0.0965703320022263,306,5.726847747587197
annomi,annomi_43,3.9500000000000006,4.518518518518518,0.0430223673300166,0.1185268259490128,1.0,683,556,0.1570391558573459,0.0258153133143804,0.1120594582036455,1239,7.122866658599083
annomi,annomi_45,3.35,2.7222222222222228,-0.0571746965452847,0.0956431397682756,0.0,183,585,0.1553203400573192,0.10293256302521,0.0981729301370876,768,6.645090969505644
annomi,annomi_46,4.1000000000000005,4.231481481481482,0.1389605844155844,0.1443378571538013,1.0,288,679,0.1269250775882492,0.064171645021645,0.1465116525509143,967,6.875232087276577
annomi,annomi_47,2.766666666666667,2.3333333333333335,,,,14,205,0.128278356818918,,,219,5.393627546352362
annomi,annomi_48,4.466666666666667,3.9259259259259256,0.1427346521942111,0.1514100667844172,1.0,180,103,0.1075043693009118,0.1368977591036414,0.1159069399776408,283,5.648974238161206
annomi,annomi_50,4.183333333333333,4.037037037037037,0.1297731089555163,0.1273096600686615,1.0,418,280,0.1024849323493234,0.0452750440917107,0.1054218119499069,698,6.54965074223381
annomi,annomi_51,4.466666666666667,4.1759259259259265,-0.1357713293650793,0.1419171578797242,0.0,69,167,0.0750774638336347,0.0696065476190476,0.0950712863699225,236,5.4680601411351315
annomi,annomi_52,3.2166666666666663,4.018518518518518,0.1135824845679012,0.1218271958621789,1.0,191,320,0.1414371535752564,0.0401525022045855,0.0946998130637635,511,6.238324625039508
annomi,annomi_53,1.7833333333333332,3.4537037037037037,0.0044876767113095,0.1209040577646701,1.0,653,1218,0.1521914717003426,0.0324163380456349,0.1042094520016378,1871,7.534762657037537
annomi,annomi_54,1.7333333333333332,3.8333333333333335,0.075406432748538,0.1779865873856934,1.0,200,353,0.1673168212440014,0.0220564640768588,0.1098224355803551,553,6.317164686747284
annomi,annomi_57,1.4833333333333334,1.8240740740740742,-0.0366323412698412,0.1858458863619537,0.0,151,230,0.0973274599583423,-0.0413764739229024,0.1153577245929911,381,5.945420608606575
annomi,annomi_58,3.516666666666667,4.592592592592593,-0.0493603849206349,0.1332979392916329,0.0,1010,610,0.138196544119589,0.0088334801587301,0.1171804695127486,1620,7.390798521735676
annomi,annomi_59,1.5666666666666669,1.7222222222222223,,,,28,142,0.1412356725146198,,,170,5.14166355650266
annomi,annomi_6,4.816666666666666,4.018518518518519,-0.0089036094803218,0.1455349729006365,0.0,376,404,0.1428111944946755,0.0081790063057186,0.0996426895824951,780,6.660575149839686
annomi,annomi_60,4.233333333333333,4.833333333333333,0.0837358155166829,0.1310347555553527,1.0,499,678,0.1581581731795857,0.1084213435374149,0.1121054449057983,1177,7.071573364211532
annomi,annomi_61,4.883333333333333,4.6759259259259265,-0.0401111822401916,0.1195807593262983,0.0,540,691,0.1318360098682679,-0.0446975479185384,0.114688214324545,1231,7.116394144093465
annomi,annomi_62,3.9333333333333336,4.2407407407407405,-0.1034263012181616,0.1387063499107367,0.0,227,512,0.1645500575909621,-0.0685595791805094,0.0981238029521667,739,6.606650186198215
annomi,annomi_63,4.416666666666667,4.092592592592593,-0.0101748726239467,0.1373165249307189,0.0,416,576,0.0454423266425911,0.0268763031550068,0.1155830211413298,992,6.900730664045173
annomi,annomi_65,4.433333333333334,3.935185185185185,-0.0400275793650793,0.1863905016248936,0.0,162,144,0.0971851146384479,0.0249221825396825,0.1018026797243756,306,5.726847747587197
annomi,annomi_67,5.133333333333334,4.268518518518518,0.1045211224489795,0.1925736545256783,1.0,184,488,0.1280391805017066,0.0471668027210884,0.1184274831887728,672,6.511745329644728
annomi,annomi_69,1.1,3.0185185185185186,0.0980309523809523,0.0397154141594608,1.0,37,80,0.0946983512184216,-0.1200385714285714,0.0447651657555945,117,4.770684624465665
annomi,annomi_70,3.1333333333333333,3.8055555555555554,0.0039833333333333,0.0970469003328142,1.0,37,159,0.1299534894179894,0.0263154761904762,0.0583432250269652,196,5.2832037287379885
annomi,annomi_72,1.4333333333333336,3.4537037037037037,0.0307157678332377,0.1431296803618265,1.0,427,385,0.1812889838736913,0.0353867565500095,0.1033695228556787,812,6.70073110954781
annomi,annomi_73,3.583333333333333,3.7037037037037037,0.0878614612511671,0.1335898338796302,1.0,97,184,0.1055998548752834,-0.0208983426704015,0.0733263024289029,281,5.641907070938114
annomi,annomi_74,1.2666666666666668,2.2037037037037037,-0.1235191338854382,0.1299524377682434,0.0,125,224,0.1475293318567737,-0.0422414078674948,0.1563056133278324,349,5.857933154483459
annomi,annomi_76,3.1833333333333336,4.435185185185185,-0.0071925204995109,0.1561065518090352,0.0,1066,538,0.1711967893899841,-0.0048281482735274,0.1244686219646385,1604,7.380879035564116
annomi,annomi_77,2.7833333333333337,4.416666666666667,0.0553236263736262,0.1102651709790568,1.0,207,641,0.1623726309774965,0.0159077737077737,0.0970960937521693,848,6.744059186311348
annomi,annomi_78,4.7,4.564814814814816,0.0834114167739167,0.1252521571802587,1.0,383,1186,0.0803710084826907,-0.0050303785928785,0.1366240032648249,1569,7.358830898342354
annomi,annomi_79,4.233333333333333,3.9629629629629632,-0.0512444862155388,0.0839086720695437,0.0,201,134,0.1061855619047619,-0.0541814536340852,0.1112745331758441,335,5.817111159963204
annomi,annomi_8,5.016666666666667,4.027777777777778,0.1298361423220974,0.1384774559447506,1.0,456,427,0.1125818029923293,-0.0411000980916711,0.1071551305081142,883,6.784457062637643
annomi,annomi_80,4.066666666666666,4.833333333333333,0.0494433234126984,0.1215844583956729,1.0,413,258,0.1336950213552623,0.0020024553571428,0.1242982549739859,671,6.51025834052315
annomi,annomi_81,2.566666666666667,4.2407407407407405,-0.013015873015873,0.0989300296372016,0.0,91,133,0.1376619207629288,-0.1111222718253968,0.0739919564404819,224,5.41610040220442
annomi,annomi_82,3.65,4.305555555555556,0.0971824074074074,0.1331768050574533,1.0,147,397,0.1695049787268859,0.1190868753674309,0.1510164627481777,544,6.300785794663244
annomi,annomi_83,4.366666666666667,4.101851851851852,0.1247243913101963,0.1478681173092387,1.0,602,1128,0.1502886814332524,0.0998003161151466,0.1068063606998919,1730,7.456454555176209
annomi,annomi_85,3.95,3.9629629629629632,-0.0417889071104632,0.1511340671051381,0.0,989,816,0.0915928074782164,0.0324481211532231,0.1303207983814029,1805,7.498869733976931
annomi,annomi_86,2.5333333333333337,3.6203703703703702,-0.0910924242424242,0.1183514170705418,0.0,177,153,0.1501957451499118,0.0666932178932179,0.1252596794767433,330,5.802118375377063
annomi,annomi_87,4.733333333333333,3.9166666666666665,0.0484878434065933,0.1182661618902874,1.0,269,157,0.127772871085371,0.0228999313186813,0.0964450740249911,426,6.056784013228625
annomi,annomi_88,4.05,4.527777777777778,-0.024447672352523,0.1235562998684056,0.0,346,712,0.1533702262412788,-0.021302789623312,0.130771018477804,1058,6.9650803456014065
annomi,annomi_89,3.4333333333333336,3.8148148148148144,-0.1122575768849206,0.1653146728193986,0.0,490,285,0.106869880089717,-0.0184888020833333,0.1501265211193657,775,6.654152520183219
annomi,annomi_9,2.95,3.4814814814814814,-0.0912681145431145,0.1638565856634007,0.0,198,397,0.1000808112420225,-0.1403924388674389,0.1356614296047926,595,6.39024066706535
annomi,annomi_90,1.7,2.3796296296296298,-0.0214226803751803,0.1221550826359521,0.0,559,383,0.1792658199643493,0.0587564754689754,0.1039784387018039,942,6.849066282633458
annomi,annomi_91,4.283333333333333,4.5740740740740735,0.0363121444032158,0.1570897391508638,1.0,779,749,0.1090095838695838,-0.014538430220573,0.1187061264533361,1528,7.332369205929062
annomi,annomi_92,2.016666666666667,1.3518518518518519,0.0875067226890756,0.1606171103281229,1.0,182,328,0.0685979026720406,-0.0113059757236228,0.083712211501633,510,6.236369590203704
annomi,annomi_93,4.4,4.518518518518518,0.0551585576259489,0.1140965670243799,1.0,241,286,0.2159839364506332,0.1132459454796411,0.0996884405087061,527,6.269096283706261
annomi,annomi_94,2.6666666666666665,4.351851851851851,0.0095849110728628,0.1373427449760984,1.0,840,478,0.1649410718516262,-0.0039144363166953,0.1076844430454845,1318,7.1846291527173145
annomi,annomi_95,2.8166666666666664,4.0092592592592595,0.1844389523809524,0.150064030923137,1.0,261,687,0.1366111064288055,-0.0411418571428571,0.1095403068045633,948,6.855408798609928
annomi,annomi_96,4.75,4.083333333333333,-0.047359984984985,0.1265925144589138,0.0,753,1249,0.1511987932027649,-0.0337648729086229,0.1044775785286517,2002,7.602401335665818
annomi,annomi_97,4.483333333333333,4.055555555555555,-0.0352507099169943,0.1144330329507369,0.0,557,487,0.1534932498173607,-0.1110347859327217,0.1120006449153259,1044,6.951772164398911
annomi,annomi_99,4.45,4.157407407407407,0.0033641025641026,0.137972618131142,1.0,269,653,0.142779995440205,-0.1271530906593406,0.1451775030947028,922,6.827629234502852
cactus,cactus_0,3.583333333333333,4.527777777777778,0.1986715196461097,0.141174959848548,1.0,318,453,0.1778506765694265,0.0705158665105386,0.0851855744004421,771,6.648984550024776
cactus,cactus_1,3.333333333333333,4.4444444444444455,0.0794433913308913,0.1465084266844375,1.0,402,446,0.192736211906578,-0.0021405118030118,0.1389571871226682,848,6.744059186311348
cactus,cactus_10,3.3000000000000003,4.62037037037037,0.1012292279051538,0.1407840230657452,1.0,416,417,0.1797521037581699,0.0281392906133646,0.1152663245941118,833,6.726233402358747
cactus,cactus_100,3.5666666666666664,4.361111111111111,-0.0146356891701828,0.1339391012273944,0.0,406,386,0.1494129805060839,-0.0210344082780791,0.108346761860828,792,6.675823221634848
cactus,cactus_101,3.2166666666666663,4.212962962962963,0.1004894718792867,0.1197301318393455,1.0,418,541,0.1735345678183553,0.0799962424064275,0.0946937935880745,959,6.866933284461882
cactus,cactus_102,3.4166666666666665,4.4907407407407405,0.2135647037981859,0.1377786600903153,1.0,289,411,0.1989095741530443,0.1291405683106576,0.1001753008914356,700,6.55250788703459
cactus,cactus_103,3.35,3.944444444444444,0.0019971741221741,0.1384468940330163,1.0,339,376,0.1968236873405129,0.0162289682539682,0.1213314244225619,715,6.573680166960646
cactus,cactus_104,3.1,4.018518518518518,0.0375661706349206,0.1294974854434585,1.0,331,494,0.1828561438389788,0.0976493985615079,0.1107471240711824,825,6.716594773520978
cactus,cactus_105,3.866666666666667,3.935185185185185,-0.143600779478458,0.1251027056295632,0.0,293,446,0.1808287348806799,-0.0909838718820861,0.0950178424822812,739,6.606650186198215
cactus,cactus_106,3.6833333333333336,4.2407407407407405,0.0442033272283272,0.1485311930561791,1.0,336,429,0.1816833758503401,0.0342514713064713,0.1010574803584016,765,6.641182169740591
cactus,cactus_107,3.35,4.351851851851852,0.1623532131834215,0.1452386184620288,1.0,373,433,0.1930437930518119,0.0771675319664902,0.0906753977320816,806,6.693323668269949
cactus,cactus_108,3.5500000000000003,4.5740740740740735,0.1439488153594771,0.1651773220470556,1.0,350,348,0.1775780154047853,0.0678397817460317,0.1126359681246914,698,6.54965074223381
cactus,cactus_109,3.4666666666666663,4.555555555555556,0.1206752926587301,0.134249716091911,1.0,409,513,0.2011111953577727,0.0798377430555555,0.0975026804863001,922,6.827629234502852
cactus,cactus_11,3.0333333333333337,4.138888888888889,0.0207714900514195,0.1079981812315407,1.0,366,386,0.2007625015788808,-0.0244471272076905,0.0996464807838396,752,6.6240652277998935
cactus,cactus_110,3.5499999999999994,4.611111111111111,-0.0155053979125896,0.136027504093328,0.0,378,384,0.213059491005291,-0.0633807947379865,0.1181302473150966,762,6.637258031284457
cactus,cactus_111,3.4,4.666666666666667,0.0021190242763771,0.1686788344563069,1.0,434,513,0.1909466301335349,-0.0744082119514472,0.1307834709407712,947,6.854354502255021
cactus,cactus_112,2.9333333333333336,4.37962962962963,0.1043743413516609,0.139193574669653,1.0,495,460,0.1349822853975293,-0.0223858656521027,0.123546227693989,955,6.862757913051401
cactus,cactus_113,3.25,4.703703703703703,0.069479002547521,0.1378689356366625,1.0,415,461,0.221798960528164,-0.0202946844993141,0.1072348027649481,876,6.776506992372183
cactus,cactus_114,3.2166666666666663,3.935185185185185,-0.0321211685823754,0.1257403796622142,0.0,302,345,0.1995075904667423,0.0192322660098522,0.1000446894157283,647,6.473890696352274
cactus,cactus_115,3.1666666666666665,4.777777777777778,0.162132176629517,0.1509457403096779,1.0,481,582,0.232792327349788,0.0259513255656872,0.1270637282474967,1063,6.96979066990159
cactus,cactus_116,3.75,4.407407407407407,0.0622759379509379,0.1277282400759617,1.0,342,369,0.2180522145061728,0.0703410654160654,0.0743883853319239,711,6.568077911411976
cactus,cactus_117,3.35,4.222222222222221,0.0087257936507936,0.1507784888425491,1.0,281,307,0.2321521119633535,0.1301406746031746,0.1140263500258435,588,6.3784261836515865
cactus,cactus_118,3.45,4.101851851851852,0.0865230974124809,0.1257803465454317,1.0,377,391,0.1645629217568353,0.0948282017829963,0.1356737642828797,768,6.645090969505644
cactus,cactus_119,3.2,3.8796296296296298,-0.1530373939986953,0.1223431963258235,0.0,377,490,0.1849696845196845,-0.0779182159165036,0.101045910592339,867,6.7661917146603505
cactus,cactus_12,3.1666666666666665,4.796296296296297,0.1520903823178016,0.1335150797402774,1.0,478,364,0.2270488419405321,0.0785033282130056,0.1104355242880155,842,6.736966958001855
cactus,cactus_120,3.783333333333333,4.351851851851851,0.0631820811287477,0.1216432617009174,1.0,463,486,0.1411616252370969,0.0094257231040564,0.10225189080117,949,6.856461984594587
cactus,cactus_121,4.1000000000000005,3.638888888888889,-0.0808603930461073,0.120053038210447,0.0,327,504,0.1713493602693602,-0.0782580813807004,0.086464516907322,831,6.723832440821209
cactus,cactus_122,3.4,4.4907407407407405,0.1091168858090499,0.1545322437728774,1.0,348,455,0.1963090166559897,0.0948782930585169,0.1216959873210889,803,6.6895992691789665
cactus,cactus_123,2.983333333333333,4.0092592592592595,-0.0209436709712133,0.1269309311546355,0.0,307,421,0.2111940649560794,-0.0015553066989507,0.0915452242159602,728,6.591673732008658
cactus,cactus_124,3.4333333333333336,4.564814814814815,-0.079981074074074,0.1665781840115169,0.0,386,394,0.1605528004535147,-0.094182328042328,0.1385652754714645,780,6.660575149839686
cactus,cactus_125,3.4166666666666665,4.5740740740740735,0.0964957624716553,0.1664340196234634,1.0,289,385,0.172524011102668,0.0050437712585034,0.1432539845553263,674,6.51471269087253
cactus,cactus_126,3.333333333333333,3.3796296296296298,-0.1009270871985157,0.1259835875512309,0.0,396,457,0.1690917472718253,-0.0744661925376211,0.1228214566638049,853,6.74993119378857
cactus,cactus_127,3.233333333333333,4.0740740740740735,0.0873372607376283,0.1198971304178735,1.0,349,351,0.1524159983291562,0.0856689600840336,0.1150252149141699,700,6.55250788703459
cactus,cactus_128,3.3166666666666664,4.453703703703703,0.1246480571016284,0.1509671845379707,1.0,395,500,0.1592690896453625,0.0667616831581117,0.1447592901372173,895,6.79794041297493
cactus,cactus_129,2.8666666666666667,3.8703703703703702,-0.0348721475719,0.1267894116223564,0.0,514,607,0.1694963004990179,-0.042435337105139,0.1267013224517989,1121,7.022868086082641
cactus,cactus_13,3.633333333333333,4.694444444444445,0.1392430695282808,0.1539030862313667,1.0,366,430,0.1628421511518304,0.1307497484909456,0.0969291543410618,796,6.680854678790215
cactus,cactus_130,3.3833333333333333,4.111111111111111,0.0692425631981187,0.1263160852758261,1.0,415,472,0.1977798364702252,0.0793362874779541,0.0907527091539778,887,6.78897174299217
cactus,cactus_131,3.516666666666667,4.462962962962963,0.1319723787167449,0.1332500991444578,1.0,365,489,0.1475293022486772,-0.0441973395931142,0.1151283880542331,854,6.75110146893676
cactus,cactus_132,3.25,3.8796296296296293,0.0315929761904761,0.1142643272339773,1.0,359,357,0.1749659642401021,-0.0057955555555555,0.1028880722809405,716,6.57507584059962
cactus,cactus_133,3.4166666666666665,4.2592592592592595,-0.1093345521541949,0.1318656520228202,0.0,433,517,0.1833483150543682,-0.1646013936130007,0.1065651192256295,950,6.85751406254539
cactus,cactus_134,3.6166666666666663,4.481481481481482,0.1027048955722639,0.1472373657320624,1.0,486,476,0.1563657277114986,0.0770877151211361,0.1089446173917872,962,6.870053411798126
cactus,cactus_135,3.0,4.648148148148148,-0.0025376984126984,0.1322180268618536,0.0,329,305,0.2217604542042042,0.0715770957341269,0.0927466107257258,634,6.453624998892692
