dataset,iid,provenance,counselor_words,dimA_overall,dimB_total3,client_valence_nec,client_valence_happy_ending,client_valence_emo_std,counselor_valence_emo_mean,valence_variability_ratio,client_n_tokens,counselor_n_tokens,total_tokens
annomi,annomi_25,semi-real,human,4.383333333333333,4.629629629629629,-0.10831017258755352,0.0,0.15282470124043873,0.16582063210627043,1.532,324.0,291.0,615.0
annomi,annomi_26,semi-real,human,2.85,2.5185185185185186,0.1875901587301587,1.0,0.14991553344450875,0.11606246598639458,1.294,84.0,219.0,303.0
annomi,annomi_28,semi-real,human,3.233333333333333,4.083333333333333,0.0436799160853301,1.0,0.13579691070295583,0.09467517120181404,0.9841,794.0,709.0,1503.0
annomi,annomi_29,semi-real,human,3.8333333333333335,4.361111111111111,-0.05911744829244825,0.0,0.11963834952816886,0.17312582511265376,1.04,340.0,791.0,1131.0
annomi,annomi_3,semi-real,human,2.883333333333333,3.407407407407407,0.08094395533407167,1.0,0.1330858283637798,0.16727473310858268,1.1081,224.0,122.0,346.0
annomi,annomi_30,semi-real,human,2.6833333333333336,1.8611111111111114,0.029666137566137576,1.0,0.14704741406623117,0.11837869560522621,1.1942,100.0,303.0,403.0
annomi,annomi_31,semi-real,human,4.616666666666666,4.712962962962963,0.08875698412698409,1.0,0.15180504086477017,0.09581545029648618,1.17,361.0,622.0,983.0
annomi,annomi_32,semi-real,human,1.4833333333333334,1.2314814814814816,0.03858201058201059,1.0,0.1257907983283305,0.12017274603174602,1.2529,193.0,209.0,402.0
annomi,annomi_33,semi-real,human,4.866666666666667,3.5833333333333335,0.03715058903769841,1.0,0.12353769584586016,0.12561579034391535,0.9754,333.0,369.0,702.0
annomi,annomi_34,semi-real,human,4.433333333333333,4.277777777777779,0.023449598172602365,1.0,0.1220288749282201,0.19372377530591814,1.0104,1200.0,1563.0,2763.0
annomi,annomi_35,semi-real,human,4.316666666666666,4.101851851851852,0.012008406819517953,1.0,0.11460448029736588,0.19354464898390078,0.8869,823.0,430.0,1253.0
annomi,annomi_37,semi-real,human,4.533333333333334,4.361111111111111,-0.00864710387078807,0.0,0.13834344401668225,0.10569612167408929,0.8941,295.0,287.0,582.0
annomi,annomi_38,semi-real,human,5.016666666666667,4.185185185185184,0.025976475029035967,1.0,0.13098906957405893,0.12657963759412091,0.9714,1036.0,1238.0,2274.0
annomi,annomi_39,semi-real,human,3.866666666666667,4.129629629629629,0.03736701887855734,1.0,0.13879526117586002,0.104616242268933,0.9388,854.0,743.0,1597.0
annomi,annomi_4,semi-real,human,4.5,4.12037037037037,-0.09296454451345754,0.0,0.13309061118447305,0.12711072595704948,1.3749,240.0,281.0,521.0
annomi,annomi_40,semi-real,human,3.8166666666666664,4.37962962962963,-0.31036960034013605,0.0,0.1624678869408339,0.1536848133848134,1.3705,152.0,83.0,235.0
annomi,annomi_41,semi-real,human,3.766666666666667,4.685185185185185,0.031579102518200314,1.0,0.13933073213430722,0.18485114541543113,1.099,1339.0,282.0,1621.0
annomi,annomi_42,semi-real,human,3.9500000000000006,3.6851851851851856,0.2631011805555555,1.0,0.15508842535464581,0.1912925595238095,1.1033,209.0,97.0,306.0
annomi,annomi_43,semi-real,human,3.9500000000000006,4.518518518518518,0.0430223673300166,1.0,0.1185268259490128,0.15703915585734596,1.0555,683.0,556.0,1239.0
annomi,annomi_45,semi-real,human,3.35,2.722222222222222,-0.05717469654528479,0.0,0.09564313976827565,0.1553203400573192,0.8023,183.0,585.0,768.0
annomi,annomi_46,semi-real,human,4.1000000000000005,4.231481481481481,0.13896058441558443,1.0,0.1443378571538013,0.12692507758824925,1.2162,288.0,679.0,967.0
annomi,annomi_47,semi-real,human,2.766666666666667,2.3333333333333335,,,,0.12827835681891808,,14.0,205.0,219.0
annomi,annomi_48,semi-real,human,4.466666666666667,3.925925925925926,0.1427346521942111,1.0,0.15141006678441724,0.10750436930091185,1.2065,180.0,103.0,283.0
annomi,annomi_50,semi-real,human,4.183333333333333,4.037037037037037,0.12977310895551633,1.0,0.1273096600686615,0.10248493234932349,0.9933,418.0,280.0,698.0
annomi,annomi_51,semi-real,human,4.466666666666667,4.1759259259259265,-0.13577132936507938,0.0,0.14191715787972425,0.07507746383363474,1.1438,69.0,167.0,236.0
annomi,annomi_52,semi-real,human,3.2166666666666663,4.018518518518518,0.11358248456790122,1.0,0.12182719586217894,0.14143715357525646,0.7636,191.0,320.0,511.0
annomi,annomi_53,semi-real,human,1.7833333333333332,3.4537037037037037,0.004487676711309535,1.0,0.12090405776467011,0.15219147170034267,0.961,653.0,1218.0,1871.0
annomi,annomi_54,semi-real,human,1.7333333333333332,3.8333333333333335,0.075406432748538,1.0,0.17798658738569345,0.16731682124400146,1.431,200.0,353.0,553.0
annomi,annomi_57,semi-real,human,1.4833333333333334,1.8240740740740742,-0.03663234126984127,0.0,0.18584588636195373,0.09732745995834231,1.4871,151.0,230.0,381.0
annomi,annomi_58,semi-real,human,3.516666666666667,4.592592592592593,-0.04936038492063491,0.0,0.13329793929163292,0.13819654411958907,1.1481,1010.0,610.0,1620.0
annomi,annomi_59,semi-real,human,1.5666666666666667,1.7222222222222223,,,,0.14123567251461988,,28.0,142.0,170.0
annomi,annomi_6,semi-real,human,4.816666666666666,4.018518518518519,-0.008903609480321817,0.0,0.1455349729006365,0.1428111944946755,1.2776,376.0,404.0,780.0
annomi,annomi_60,semi-real,human,4.233333333333333,4.833333333333333,0.08373581551668291,1.0,0.13103475555535274,0.15815817317958575,1.1081,499.0,678.0,1177.0
annomi,annomi_61,semi-real,human,4.883333333333333,4.6759259259259265,-0.04011118224019167,0.0,0.11958075932629836,0.13183600986826793,0.9847,540.0,691.0,1231.0
annomi,annomi_62,semi-real,human,3.9333333333333336,4.2407407407407405,-0.10342630121816163,0.0,0.13870634991073674,0.16455005759096217,1.0597,227.0,512.0,739.0
annomi,annomi_63,semi-real,human,4.416666666666667,4.092592592592592,-0.010174872623946701,0.0,0.13731652493071897,0.045442326642591194,1.0743,416.0,576.0,992.0
annomi,annomi_65,semi-real,human,4.433333333333334,3.935185185185185,-0.04002757936507938,0.0,0.18639050162489365,0.09718511463844798,1.265,162.0,144.0,306.0
annomi,annomi_67,semi-real,human,5.133333333333334,4.268518518518518,0.10452112244897957,1.0,0.1925736545256783,0.1280391805017066,1.6402,184.0,488.0,672.0
annomi,annomi_69,semi-real,human,1.0999999999999999,3.0185185185185186,0.09803095238095233,1.0,0.03971541415946083,0.09469835121842161,0.3644,37.0,80.0,117.0
annomi,annomi_70,semi-real,human,3.1333333333333333,3.8055555555555554,0.0039833333333333665,1.0,0.0970469003328142,0.12995348941798945,0.7234,37.0,159.0,196.0
annomi,annomi_72,semi-real,human,1.4333333333333336,3.4537037037037037,0.030715767833237734,1.0,0.14312968036182658,0.18128898387369136,1.6053,427.0,385.0,812.0
annomi,annomi_73,semi-real,human,3.5833333333333335,3.7037037037037037,0.08786146125116719,1.0,0.1335898338796302,0.10559985487528341,1.0599,97.0,184.0,281.0
annomi,annomi_74,semi-real,human,1.2666666666666668,2.2037037037037037,-0.12351913388543824,0.0,0.12995243776824345,0.1475293318567737,0.8603,125.0,224.0,349.0
annomi,annomi_76,semi-real,human,3.1833333333333336,4.435185185185184,-0.007192520499510968,0.0,0.15610655180903527,0.1711967893899841,1.6011,1066.0,538.0,1604.0
annomi,annomi_77,semi-real,human,2.7833333333333337,4.416666666666667,0.05532362637362628,1.0,0.11026517097905687,0.1623726309774965,0.8787,207.0,641.0,848.0
annomi,annomi_78,semi-real,human,4.7,4.564814814814816,0.08341141677391678,1.0,0.1252521571802587,0.08037100848269073,0.9297,383.0,1186.0,1569.0
annomi,annomi_79,semi-real,human,4.233333333333333,3.9629629629629632,-0.05124448621553884,0.0,0.08390867206954378,0.10618556190476193,0.646,201.0,134.0,335.0
annomi,annomi_8,semi-real,human,5.016666666666667,4.027777777777778,0.1298361423220974,1.0,0.13847745594475064,0.11258180299232931,1.1092,456.0,427.0,883.0
annomi,annomi_80,semi-real,human,4.066666666666666,4.833333333333333,0.049443323412698414,1.0,0.1215844583956729,0.13369502135526232,1.2824,413.0,258.0,671.0
annomi,annomi_81,semi-real,human,2.566666666666667,4.2407407407407405,-0.013015873015873022,0.0,0.09893002963720168,0.13766192076292882,0.8814,91.0,133.0,224.0
annomi,annomi_82,semi-real,human,3.65,4.305555555555556,0.09718240740740741,1.0,0.13317680505745333,0.16950497872688594,1.1177,147.0,397.0,544.0
annomi,annomi_83,semi-real,human,4.366666666666667,4.101851851851852,0.12472439131019637,1.0,0.14786811730923877,0.15028868143325247,1.53,602.0,1128.0,1730.0
annomi,annomi_85,semi-real,human,3.9499999999999997,3.9629629629629632,-0.041788907110463236,0.0,0.15113406710513816,0.0915928074782164,1.2447,989.0,816.0,1805.0
annomi,annomi_86,semi-real,human,2.5333333333333337,3.6203703703703707,-0.09109242424242428,0.0,0.11835141707054186,0.15019574514991182,0.7967,177.0,153.0,330.0
annomi,annomi_87,semi-real,human,4.733333333333333,3.9166666666666665,0.04848784340659337,1.0,0.11826616189028742,0.12777287108537108,1.5157,269.0,157.0,426.0
annomi,annomi_88,semi-real,human,4.05,4.527777777777778,-0.02444767235252307,0.0,0.12355629986840563,0.15337022624127888,1.309,346.0,712.0,1058.0
annomi,annomi_89,semi-real,human,3.4333333333333336,3.8148148148148144,-0.11225757688492062,0.0,0.16531467281939868,0.10686988008971704,1.9604,490.0,285.0,775.0
annomi,annomi_9,semi-real,human,2.9499999999999997,3.4814814814814814,-0.09126811454311458,0.0,0.16385658566340075,0.10008081124202259,1.3039,198.0,397.0,595.0
annomi,annomi_90,semi-real,human,1.7,2.3796296296296298,-0.021422680375180386,0.0,0.12215508263595214,0.17926581996434937,0.8874,559.0,383.0,942.0
annomi,annomi_91,semi-real,human,4.283333333333333,4.5740740740740735,0.03631214440321584,1.0,0.15708973915086388,0.10900958386958388,1.1636,779.0,749.0,1528.0
annomi,annomi_92,semi-real,human,2.016666666666667,1.3518518518518519,0.08750672268907564,1.0,0.16061711032812298,0.0685979026720406,1.1299,182.0,328.0,510.0
annomi,annomi_93,semi-real,human,4.3999999999999995,4.518518518518518,0.05515855762594893,1.0,0.11409656702437997,0.2159839364506332,0.7682,241.0,286.0,527.0
annomi,annomi_94,semi-real,human,2.6666666666666665,4.351851851851851,0.009584911072862856,1.0,0.1373427449760984,0.16494107185162624,1.1076,840.0,478.0,1318.0
annomi,annomi_95,semi-real,human,2.8166666666666664,4.0092592592592595,0.18443895238095243,1.0,0.15006403092313703,0.13661110642880556,1.0077,261.0,687.0,948.0
annomi,annomi_96,semi-real,human,4.75,4.083333333333333,-0.04735998498498503,0.0,0.12659251445891387,0.15119879320276497,1.101,753.0,1249.0,2002.0
annomi,annomi_97,semi-real,human,4.483333333333333,4.055555555555556,-0.03525070991699432,0.0,0.11443303295073695,0.1534932498173607,1.0034,557.0,487.0,1044.0
annomi,annomi_99,semi-real,human,4.45,4.157407407407407,0.0033641025641026057,1.0,0.13797261813114203,0.14277999544020506,1.0242,269.0,653.0,922.0
cactus,cactus_0,fully-synthetic,llm,3.5833333333333335,4.527777777777778,0.19867151964610977,1.0,0.141174959848548,0.17785067656942657,1.3824,318.0,453.0,771.0
cactus,cactus_1,fully-synthetic,llm,3.3333333333333335,4.4444444444444455,0.07944339133089132,1.0,0.14650842668443753,0.19273621190657803,1.3257,402.0,446.0,848.0
cactus,cactus_10,fully-synthetic,llm,3.3000000000000003,4.62037037037037,0.10122922790515382,1.0,0.14078402306574525,0.17975210375816994,1.1402,416.0,417.0,833.0
cactus,cactus_100,fully-synthetic,llm,3.5666666666666664,4.361111111111111,-0.014635689170182833,0.0,0.13393910122739444,0.14941298050608395,1.3668,406.0,386.0,792.0
cactus,cactus_101,fully-synthetic,llm,3.2166666666666663,4.212962962962962,0.10048947187928671,1.0,0.11973013183934558,0.17353456781835538,1.1622,418.0,541.0,959.0
cactus,cactus_102,fully-synthetic,llm,3.4166666666666665,4.4907407407407405,0.2135647037981859,1.0,0.1377786600903153,0.1989095741530443,1.2222,289.0,411.0,700.0
cactus,cactus_103,fully-synthetic,llm,3.35,3.944444444444444,0.00199717412217415,1.0,0.13844689403301635,0.19682368734051298,1.2376,339.0,376.0,715.0
cactus,cactus_104,fully-synthetic,llm,3.1,4.018518518518518,0.037566170634920654,1.0,0.12949748544345854,0.18285614383897889,1.0876,331.0,494.0,825.0
cactus,cactus_105,fully-synthetic,llm,3.866666666666667,3.935185185185185,-0.14360077947845803,0.0,0.12510270562956324,0.18082873488067996,1.2408,293.0,446.0,739.0
cactus,cactus_106,fully-synthetic,llm,3.6833333333333336,4.240740740740741,0.04420332722832722,1.0,0.14853119305617915,0.18168337585034017,1.0014,336.0,429.0,765.0
cactus,cactus_107,fully-synthetic,llm,3.35,4.351851851851852,0.16235321318342155,1.0,0.14523861846202887,0.1930437930518119,1.246,373.0,433.0,806.0
cactus,cactus_108,fully-synthetic,llm,3.5500000000000003,4.5740740740740735,0.14394881535947712,1.0,0.16517732204705562,0.17757801540478532,1.4231,350.0,348.0,698.0
cactus,cactus_109,fully-synthetic,llm,3.4666666666666663,4.555555555555556,0.12067529265873016,1.0,0.13424971609191105,0.20111119535777278,1.2946,409.0,513.0,922.0
cactus,cactus_11,fully-synthetic,llm,3.0333333333333337,4.138888888888889,0.020771490051419567,1.0,0.10799818123154079,0.20076250157888087,1.0455,366.0,386.0,752.0
cactus,cactus_110,fully-synthetic,llm,3.5499999999999994,4.611111111111111,-0.015505397912589675,0.0,0.13602750409332806,0.21305949100529104,1.2561,378.0,384.0,762.0
cactus,cactus_111,fully-synthetic,llm,3.4,4.666666666666667,0.002119024276377196,1.0,0.16867883445630694,0.1909466301335349,1.4742,434.0,513.0,947.0
cactus,cactus_112,fully-synthetic,llm,2.9333333333333336,4.37962962962963,0.10437434135166096,1.0,0.139193574669653,0.1349822853975293,0.9689,495.0,460.0,955.0
cactus,cactus_113,fully-synthetic,llm,3.25,4.703703703703703,0.06947900254752104,1.0,0.13786893563666253,0.22179896052816406,1.2119,415.0,461.0,876.0
cactus,cactus_114,fully-synthetic,llm,3.2166666666666663,3.935185185185185,-0.03212116858237546,0.0,0.12574037966221424,0.1995075904667423,1.0915,302.0,345.0,647.0
cactus,cactus_115,fully-synthetic,llm,3.1666666666666665,4.777777777777778,0.16213217662951704,1.0,0.15094574030967792,0.23279232734978808,1.2808,481.0,582.0,1063.0
cactus,cactus_116,fully-synthetic,llm,3.75,4.407407407407407,0.062275937950937915,1.0,0.12772824007596179,0.21805221450617285,1.1036,342.0,369.0,711.0
cactus,cactus_117,fully-synthetic,llm,3.35,4.222222222222221,0.00872579365079365,1.0,0.15077848884254913,0.23215211196335356,1.6255,281.0,307.0,588.0
cactus,cactus_118,fully-synthetic,llm,3.4499999999999997,4.101851851851852,0.08652309741248097,1.0,0.12578034654543177,0.16456292175683537,1.0711,377.0,391.0,768.0
cactus,cactus_119,fully-synthetic,llm,3.1999999999999997,3.8796296296296298,-0.15303739399869531,0.0,0.12234319632582359,0.1849696845196845,1.1916,377.0,490.0,867.0
cactus,cactus_12,fully-synthetic,llm,3.1666666666666665,4.796296296296297,0.1520903823178016,1.0,0.1335150797402774,0.2270488419405321,0.9615,478.0,364.0,842.0
cactus,cactus_120,fully-synthetic,llm,3.783333333333333,4.351851851851851,0.06318208112874779,1.0,0.12164326170091745,0.14116162523709694,1.0824,463.0,486.0,949.0
cactus,cactus_121,fully-synthetic,llm,4.1000000000000005,3.638888888888889,-0.0808603930461073,0.0,0.12005303821044705,0.17134936026936026,1.2004,327.0,504.0,831.0
cactus,cactus_122,fully-synthetic,llm,3.4,4.4907407407407405,0.10911688580904995,1.0,0.15453224377287744,0.19630901665598977,1.3057,348.0,455.0,803.0
cactus,cactus_123,fully-synthetic,llm,2.983333333333333,4.0092592592592595,-0.02094367097121333,0.0,0.12693093115463555,0.21119406495607948,1.0924,307.0,421.0,728.0
cactus,cactus_124,fully-synthetic,llm,3.4333333333333336,4.564814814814815,-0.07998107407407407,0.0,0.16657818401151692,0.16055280045351472,1.3232,386.0,394.0,780.0
cactus,cactus_125,fully-synthetic,llm,3.4166666666666665,4.5740740740740735,0.09649576247165532,1.0,0.16643401962346346,0.17252401110266802,1.515,289.0,385.0,674.0
cactus,cactus_126,fully-synthetic,llm,3.3333333333333335,3.3796296296296298,-0.10092708719851574,0.0,0.12598358755123099,0.16909174727182538,1.2793,396.0,457.0,853.0
cactus,cactus_127,fully-synthetic,llm,3.233333333333333,4.0740740740740735,0.08733726073762837,1.0,0.11989713041787355,0.15241599832915623,1.0032,349.0,351.0,700.0
cactus,cactus_128,fully-synthetic,llm,3.3166666666666664,4.453703703703703,0.12464805710162845,1.0,0.1509671845379707,0.15926908964536254,1.139,395.0,500.0,895.0
cactus,cactus_129,fully-synthetic,llm,2.8666666666666667,3.8703703703703702,-0.03487214757190003,0.0,0.1267894116223564,0.1694963004990179,1.2831,514.0,607.0,1121.0
cactus,cactus_13,fully-synthetic,llm,3.6333333333333333,4.6944444444444455,0.1392430695282808,1.0,0.15390308623136673,0.16284215115183048,1.3661,366.0,430.0,796.0
cactus,cactus_130,fully-synthetic,llm,3.3833333333333333,4.111111111111112,0.06924256319811876,1.0,0.1263160852758261,0.19777983647022526,1.2374,415.0,472.0,887.0
cactus,cactus_131,fully-synthetic,llm,3.516666666666667,4.462962962962963,0.13197237871674494,1.0,0.1332500991444578,0.14752930224867727,1.1643,365.0,489.0,854.0
cactus,cactus_132,fully-synthetic,llm,3.25,3.8796296296296293,0.03159297619047617,1.0,0.1142643272339773,0.17496596424010216,1.0073,359.0,357.0,716.0
cactus,cactus_133,fully-synthetic,llm,3.4166666666666665,4.2592592592592595,-0.10933455215419499,0.0,0.13186565202282027,0.18334831505436822,1.0947,433.0,517.0,950.0
cactus,cactus_134,fully-synthetic,llm,3.6166666666666667,4.481481481481482,0.10270489557226394,1.0,0.1472373657320624,0.1563657277114986,1.1411,486.0,476.0,962.0
cactus,cactus_135,fully-synthetic,llm,3.0,4.648148148148149,-0.002537698412698436,0.0,0.13221802686185363,0.2217604542042042,1.2978,329.0,305.0,634.0
cactus,cactus_136,fully-synthetic,llm,3.1,4.564814814814814,0.08983913139329804,1.0,0.13956874768512678,0.20801026946415715,1.3166,373.0,472.0,845.0
cactus,cactus_137,fully-synthetic,llm,3.3833333333333333,4.685185185185184,0.11926016285302007,1.0,0.12949030892402352,0.2055547869016373,1.1192,396.0,390.0,786.0
cactus,cactus_138,fully-synthetic,llm,3.0666666666666664,4.064814814814814,0.05653447260624679,1.0,0.13047209986503272,0.13213764643556836,1.1017,320.0,406.0,726.0
cactus,cactus_139,fully-synthetic,llm,3.1166666666666667,4.648148148148149,0.09788075109270762,1.0,0.12436998676166792,0.1914393824528153,1.0507,356.0,411.0,767.0
cactus,cactus_14,fully-synthetic,llm,3.6500000000000004,4.203703703703703,-0.0313481510552939,0.0,0.14878055195473608,0.19903925210084034,1.3671,466.0,434.0,900.0
cactus,cactus_140,fully-synthetic,llm,3.6833333333333336,4.666666666666667,0.24684207856138238,1.0,0.16792510985881512,0.13293873383115026,1.1559,405.0,398.0,803.0
cactus,cactus_141,fully-synthetic,llm,3.6166666666666667,4.166666666666667,0.009454038921504676,1.0,0.12961293548209477,0.1825421889589169,1.1169,376.0,417.0,793.0
cactus,cactus_142,fully-synthetic,llm,3.8000000000000003,4.185185185185186,0.006025842574472751,1.0,0.11770237182939551,0.1827794157379264,1.1029,378.0,432.0,810.0
cactus,cactus_143,fully-synthetic,llm,3.25,4.222222222222222,0.03778491496598635,1.0,0.12377523453345791,0.15842143600609643,1.0324,361.0,436.0,797.0
cactus,cactus_144,fully-synthetic,llm,3.766666666666667,4.138888888888889,-0.03643975579975581,0.0,0.127606791625134,0.16338882054673723,1.1859,338.0,369.0,707.0
cactus,cactus_145,fully-synthetic,llm,3.6833333333333336,4.342592592592592,0.045547846638655506,1.0,0.12468425790741469,0.1773004834054834,1.156,350.0,394.0,744.0
cactus,cactus_146,fully-synthetic,llm,3.8166666666666664,4.6759259259259265,0.020405196078431304,1.0,0.13187284482898243,0.16420252784354994,1.3605,436.0,552.0,988.0
